park_name,緯度,経度,class,VARI,VARI_mean,VARI_std,VARI_min,VARI_max,R_med,G_med,B_med,R_mean,G_mean,B_mean,veg_ratio,n_mask,n_veg
八王子霊園,35.66065042,139.2618465,危険,0.031318437308073044,0.0280014518648386,0.015686534345149994,-0.021497931331396103,0.10258591920137405,179.0,182.0,162.0,177.3155059814453,180.0262908935547,160.92294311523438,0.8510802469135802,1296,1103
八王子霊園,35.66047015,139.2618478,危険,0.03796279430389404,0.03907841816544533,0.01735975407063961,0.02006128430366516,0.13644972443580627,174.0,178.0,157.0,174.14805603027344,177.93655395507812,157.12098693847656,0.8634039444850256,1369,1182
八王子霊園,35.66028989,139.2618491,危険,0.03889194503426552,0.03862651064991951,0.004278520122170448,0.01822124607861042,0.060916464775800705,180.0,183.0,158.0,178.009765625,181.9631805419922,156.6776885986328,0.9992492492492493,1332,1331
八王子霊園,35.66010962,139.2618504,危険,0.03873283416032791,0.039827506989240646,0.022947460412979126,0.02002432942390442,0.2804761826992035,178.0,182.0,162.0,174.35848999023438,177.9735870361328,161.00755310058594,0.7957957957957958,1332,1060
八王子霊園,35.65992935,139.2618517,N/A,,,,,,,,,,,,0.7399691358024691,1296,959
八王子霊園,35.65974909,139.261853,要注意,0.1592680811882019,0.2718411386013031,0.2860725224018097,0.0202498622238636,1.820129156112671,125.0,134.0,132.0,130.5650634765625,140.47511291503906,141.3353729248047,0.8596096096096096,1332,1145
八王子霊園,35.65956882,139.2618542,健康,0.1768484115600586,0.2223043590784073,0.12174876034259796,0.025558259338140488,1.07719087600708,124.0,136.0,121.0,119.28636932373047,131.58644104003906,120.70830535888672,0.9857357357357357,1332,1313
八王子霊園,35.65938856,139.2618555,要注意,0.15813852846622467,0.1751183420419693,0.06368805468082428,0.040751706808805466,0.6207761168479919,131.0,143.0,123.0,128.44412231445312,140.38568115234375,122.98320007324219,1.0,1369,1369
八王子霊園,35.65920829,139.2618568,要注意,0.16162140667438507,0.17741605639457703,0.07041499763727188,0.020607100799679756,0.5521862506866455,129.0,141.0,125.0,125.2822494506836,136.04144287109375,126.45347595214844,0.9868827160493827,1296,1279
八王子霊園,35.65902802,139.2618581,健康,0.20707522332668304,0.2658407986164093,0.16810347139835358,0.06312648952007294,1.4429339170455933,119.0,133.0,117.0,115.56944274902344,129.51234436035156,118.16666412353516,1.0,1296,1296
八王子霊園,35.66137253,139.2620623,健康,0.18910780549049377,0.224609836935997,0.1376776248216629,0.03937896713614464,1.0863879919052124,137.0,153.0,125.0,130.46096801757812,145.65240478515625,123.81531524658203,1.0,1332,1332
八王子霊園,35.66083173,139.2620661,危険,0.03826097771525383,0.03152277320623398,0.015292597934603691,-0.011026677675545216,0.048180945217609406,185.0,188.0,165.0,182.06768798828125,185.26007080078125,163.14828491210938,0.9872372372372372,1332,1315
八王子霊園,35.66065147,139.2620674,危険,0.036915671080350876,0.02970263361930847,0.01487136259675026,-0.011026677675545216,0.04778457060456276,184.0,186.0,165.0,180.8620147705078,183.83042907714844,162.9517822265625,0.8787436084733382,1369,1203
八王子霊園,35.6604712,139.2620687,危険,0.0304967500269413,0.024070631712675095,0.02314034476876259,-0.03179677948355675,0.07696070522069931,182.0,184.0,162.0,179.85922241210938,182.2155303955078,161.33494567871094,0.7947530864197531,1296,1030
八王子霊園,35.66029093,139.26207,N/A,,,,,,,,,,,,0.7327327327327328,1332,976
八王子霊園,35.66011067,139.2620713,健康,0.7916340827941895,0.9449641108512878,0.7441773414611816,0.020335692912340164,2.0,85.0,104.0,117.0,102.06254577636719,118.65482330322266,127.13591003417969,0.9992283950617284,1296,1295
八王子霊園,35.6599304,139.2620726,健康,0.36284497380256653,0.5875762104988098,0.50710129737854,0.04488149285316467,2.0,100.5,118.0,114.5,101.76753234863281,119.36356353759766,116.91006469726562,0.984984984984985,1332,1312
八王子霊園,35.65975014,139.2620738,健康,0.2443210780620575,0.3091277778148651,0.20701877772808075,0.042240966111421585,1.6321966648101807,116.0,130.0,117.5,111.90496826171875,126.59941864013672,116.06944274902344,0.9992695398100804,1369,1368
八王子霊園,35.65956987,139.2620751,健康,0.19980403780937195,0.2733689844608307,0.2261306792497635,0.07936351001262665,1.5399941205978394,128.0,143.0,123.0,123.30169677734375,138.17591857910156,121.25848388671875,1.0,1296,1296
八王子霊園,35.6593896,139.2620764,健康,0.17079734802246094,0.18327566981315613,0.09937125444412231,0.040751706808805466,1.0468566417694092,133.0,146.0,125.0,130.900146484375,143.6366424560547,123.39189147949219,1.0,1332,1332
八王子霊園,35.65920934,139.2620777,健康,0.19528251886367798,0.2200656533241272,0.10137220472097397,0.08470921963453293,0.7925724983215332,129.0,143.0,125.0,125.02391815185547,138.80015563964844,123.7091064453125,1.0,1296,1296
八王子霊園,35.65902907,139.262079,健康,0.1903078258037567,0.21691220998764038,0.08417090773582458,0.052263014018535614,0.5716658234596252,126.0,138.0,126.0,123.08399963378906,135.89553833007812,125.25566101074219,1.0,1369,1369
八王子霊園,35.66137358,139.2622832,危険,0.03324594348669052,0.030550016090273857,0.02634616196155548,-0.029724981635808945,0.2354811578989029,174.0,176.0,155.0,171.706298828125,174.57498168945312,154.18182373046875,0.9930555555555556,1296,1287
八王子霊園,35.66101305,139.2622857,危険,0.03843050077557564,0.043285954743623734,0.05225249379873276,-0.011688918806612492,0.24745315313339233,181.0,185.0,161.0,176.20945739746094,180.2732696533203,156.6531524658203,1.0,1332,1332
八王子霊園,35.66083278,139.262287,危険,0.030107993632555008,0.024612823501229286,0.017295243218541145,-0.011292991228401661,0.04731970652937889,184.0,187.0,166.0,182.19833374023438,184.65245056152344,164.2326202392578,0.8325617283950617,1296,1079
八王子霊園,35.66065251,139.2622883,危険,0.03796279430389404,0.03456830978393555,0.016163839027285576,-0.00991338025778532,0.0957232192158699,183.0,186.0,161.0,180.01695251464844,183.47457885742188,159.92449951171875,0.9744744744744744,1332,1298
八王子霊園,35.66047225,139.2622896,危険,0.042203616350889206,0.044547613710165024,0.016113251447677612,0.009967385791242123,0.09215721487998962,177.0,181.0,167.0,174.74801635742188,178.6106719970703,166.52371215820312,0.7808641975308642,1296,1012
八王子霊園,35.66029198,139.2622909,要注意,0.08649935573339462,0.23729322850704193,0.34289389848709106,-0.05762661248445511,2.0,143.0,152.0,137.0,135.5770263671875,145.13946533203125,133.2989959716797,0.8013148283418554,1369,1097
八王子霊園,35.66011172,139.2622922,健康,0.31588709354400635,0.43155843019485474,0.33855703473091125,0.1044001653790474,2.0,107.0,124.0,115.0,104.33708953857422,121.1741714477539,115.13137817382812,1.0,1332,1332
八王子霊園,35.65993145,139.2622934,健康,0.20099057257175446,0.19413001835346222,0.08678172528743744,0.010589227080345154,0.5465471744537354,126.0,140.0,124.0,126.71373748779297,139.74903869628906,123.3844985961914,0.9782282282282282,1332,1303
八王子霊園,35.65975118,139.2622947,要注意,0.08912152051925659,0.10773147642612457,0.038621462881565094,0.04134342819452286,0.2631571888923645,161.0,170.0,145.0,157.97222900390625,167.581787109375,143.80247497558594,1.0,1296,1296
八王子霊園,35.65957092,139.262296,要注意,0.08827519416809082,0.09058716893196106,0.0116554144769907,0.06773624569177628,0.1475948542356491,163.0,172.0,146.0,164.55404663085938,173.27102661132812,147.08108520507812,1.0,1332,1332
八王子霊園,35.65939065,139.2622973,要注意,0.08547129482030869,0.0906253531575203,0.02285923808813095,0.03777967020869255,0.15506400167942047,161.0,170.0,149.0,162.7770233154297,171.04879760742188,150.7567596435547,1.0,1332,1332
八王子霊園,35.65921039,139.2622986,要注意,0.08432463556528091,0.09672985970973969,0.04237546771764755,0.02615967206656933,0.2712211012840271,157.0,164.0,145.0,154.18467712402344,162.259765625,144.1133575439453,1.0,1332,1332
八王子霊園,35.65903012,139.2622999,要注意,0.14478205144405365,0.13936810195446014,0.063326895236969,0.025065816938877106,0.4938761293888092,138.0,149.0,129.0,136.39639282226562,146.19444274902344,130.03228759765625,1.0,1332,1332
八王子霊園,35.65884985,139.2623011,要注意,0.07369042187929153,0.0813833624124527,0.03287127986550331,0.04022591561079025,0.2884086072444916,150.0,157.0,143.0,152.4398193359375,158.543212890625,148.75,1.0,1296,1296
八王子霊園,35.66137463,139.2625041,危険,0.05150125175714493,0.12499282509088516,0.1250835657119751,-0.029477350413799286,0.5103509426116943,165.0,168.0,149.0,149.6326904296875,157.28871154785156,141.9439697265625,0.9647147147147147,1332,1285
八王子霊園,35.66119436,139.2625053,危険,0.03093576990067959,0.03155616298317909,0.007448515389114618,-0.029477350413799286,0.04899470508098602,179.0,182.0,162.0,178.03396606445312,181.11102294921875,162.19635009765625,0.9061561561561562,1332,1207
八王子霊園,35.66101409,139.2625066,危険,0.036840129643678665,0.026904720813035965,0.018443895503878593,-0.011184845119714737,0.05379010736942291,185.0,188.0,166.0,182.95050048828125,185.6691436767578,164.23597717285156,0.9351851851851852,1296,1212
八王子霊園,35.66083383,139.2625079,危険,0.0,0.01044664066284895,0.020502233877778053,-0.011459257453680038,0.05328843370079994,186.0,187.0,165.0,183.30294799804688,184.3434600830078,163.2388153076172,0.8896396396396397,1332,1185
八王子霊園,35.66065356,139.2625092,N/A,,,,,,,,,,,,0.7402402402402403,1332,986
八王子霊園,35.6604733,139.2625105,要注意,0.1454143226146698,0.3805110454559326,0.3892086148262024,-0.06792512536048889,1.757319450378418,144.0,150.0,134.5,129.14476013183594,140.8098602294922,134.14710998535156,0.9335281227173119,1369,1278
八王子霊園,35.66029303,139.2625118,要注意,0.07903196662664413,0.188324972987175,0.35214293003082275,-0.03923280909657478,2.0,160.0,166.0,145.0,149.47328186035156,157.34774780273438,141.28160095214844,0.9097222222222222,1296,1179
八王子霊園,35.66011276,139.262513,健康,0.18348750472068787,0.1806831657886505,0.08502503484487534,-0.025440426543354988,0.4760468006134033,135.0,150.0,128.0,134.18798828125,147.5399169921875,126.88068389892578,0.8989197530864198,1296,1165
八王子霊園,35.6599325,139.2625143,要注意,0.16730362176895142,0.20663289725780487,0.171279639005661,0.045719485729932785,1.5061633586883545,134.0,146.0,127.0,130.21246337890625,143.11111450195312,125.5540542602539,1.0,1332,1332
八王子霊園,35.65975223,139.2625156,要注意,0.08586058020591736,0.08526112139225006,0.0098262382671237,0.029911361634731293,0.143605038523674,162.0,170.0,145.0,162.1621551513672,170.16366577148438,145.5728302001953,1.0,1332,1332
八王子霊園,35.65957197,139.2625169,要注意,0.08321775496006012,0.11893216520547867,0.09735362976789474,-0.01048308052122593,0.5708985924720764,160.0,168.0,149.0,154.7998504638672,163.61285400390625,145.274658203125,1.0,1369,1369
八王子霊園,35.6593917,139.2625182,要注意,0.08665040880441666,0.09373122453689575,0.02662203460931778,0.04856302961707115,0.15506400167942047,159.0,168.0,147.5,161.6936798095703,170.18287658691406,150.20986938476562,1.0,1296,1296
八王子霊園,35.65921143,139.2625195,要注意,0.08665040880441666,0.09654983878135681,0.022323593497276306,0.07024204730987549,0.17162740230560303,160.0,169.0,145.0,162.039794921875,171.04429626464844,146.92042541503906,1.0,1332,1332
八王子霊園,35.65903117,139.2625207,要注意,0.08133959025144577,0.07925766706466675,0.030191032215952873,0.010009314864873886,0.15745806694030762,157.0,164.0,145.0,157.829833984375,164.79547119140625,145.8952178955078,0.9205246913580247,1296,1193
八王子霊園,35.6588509,139.262522,健康,0.27815940976142883,0.41673150658607483,0.4145068824291229,0.020184192806482315,2.0,116.0,129.0,125.0,122.51437377929688,135.64491271972656,135.99378967285156,0.9662162162162162,1332,1287
八王子霊園,35.65867063,139.2625233,健康,1.0298420190811157,1.1161155700683594,0.6987161636352539,0.17764686048030853,2.0,71.0,93.0,104.0,80.6822509765625,100.4002914428711,105.87509155273438,1.0,1369,1369
八王子霊園,35.66137567,139.262725,健康,0.1918036937713623,0.1556626558303833,0.09199051558971405,-0.029477350413799286,0.40963372588157654,133.0,147.0,131.0,140.24586486816406,151.0992431640625,133.76841735839844,0.9984984984984985,1332,1330
八王子霊園,35.66119541,139.2627262,危険,0.03987877443432808,0.03505168482661247,0.013444125652313232,-0.029477350413799286,0.08913186192512512,172.0,175.0,154.0,172.23397827148438,175.60386657714844,154.36293029785156,0.9992283950617284,1296,1295
八王子霊園,35.66101514,139.2627275,危険,0.037348318845033646,0.046004634350538254,0.022351615130901337,0.02002432942390442,0.10325559973716736,175.0,179.0,161.0,171.60238647460938,175.7070770263672,160.17263793945312,0.8175675675675675,1332,1089
八王子霊園,35.66083487,139.2627288,N/A,,,,,,,,,,,,0.7202337472607743,1369,986
八王子霊園,35.66065461,139.2627301,健康,0.3740372657775879,0.45389872789382935,0.37922021746635437,0.018083015456795692,2.0,105.0,122.0,122.0,110.7967529296875,125.71946716308594,126.33683013916016,0.808641975308642,1296,1048
八王子霊園,35.66047434,139.2627314,健康,0.43284544348716736,0.6315394639968872,0.4474117159843445,0.16384141147136688,2.0,93.0,111.0,111.0,93.83183288574219,113.06832122802734,111.23948669433594,1.0,1332,1332
八王子霊園,35.66029408,139.2627326,健康,0.3857137858867645,0.6081905961036682,0.5156775116920471,0.01021580956876278,2.0,95.0,111.0,112.0,98.5813217163086,115.18988037109375,114.00544738769531,0.9915123456790124,1296,1285
八王子霊園,35.66011381,139.2627339,健康,0.3284182548522949,0.3790590465068817,0.2377036064863205,0.021124573424458504,2.0,101.0,116.0,115.0,105.72063446044922,120.26667022705078,116.82698059082031,0.9203798392987582,1369,1260
八王子霊園,35.65993354,139.2627352,健康,0.2422468066215515,0.32680100202560425,0.29896461963653564,0.07008392363786697,2.0,117.0,132.0,121.0,114.95795440673828,129.01576232910156,120.82958221435547,1.0,1332,1332
八王子霊園,35.65975328,139.2627365,要注意,0.0870509073138237,0.11785995215177536,0.06547889858484268,0.037208858877420425,0.42208319902420044,158.0,167.0,144.0,152.9151611328125,162.34759521484375,140.90615844726562,1.0,1332,1332
八王子霊園,35.65957301,139.2627378,要注意,0.07969807088375092,0.07843524217605591,0.01080938708037138,0.045283250510692596,0.10720079392194748,161.0,168.0,151.0,162.1516571044922,169.0968475341797,151.56005859375,1.0,1332,1332
八王子霊園,35.65939275,139.2627391,要注意,0.08508555591106415,0.08258266746997833,0.018541615456342697,-0.02092181332409382,0.1483083963394165,163.0,171.0,147.0,164.96142578125,172.7507781982422,149.02622985839844,1.0,1296,1296
八王子霊園,35.65921248,139.2627403,要注意,0.0870509073138237,0.09069789946079254,0.04249510541558266,-0.021399635821580887,0.17162740230560303,161.0,169.0,145.0,162.6885986328125,171.14181518554688,146.96563720703125,0.9992695398100804,1369,1368
八王子霊園,35.65903221,139.2627416,危険,0.053426023572683334,0.06358487159013748,0.0398678332567215,-0.025718046352267265,0.20402595400810242,166.0,170.0,155.0,162.5597686767578,167.59109497070312,156.424560546875,0.9106606606606606,1332,1213
八王子霊園,35.65885195,139.2627429,健康,0.2325040102005005,0.35878467559814453,0.28697818517684937,0.03988828882575035,1.825610876083374,112.0,126.0,115.0,111.40164947509766,126.1989517211914,119.52552795410156,1.0,1332,1332
八王子霊園,35.65867168,139.2627442,健康,0.2418990284204483,0.2625255286693573,0.06865813583135605,0.15413744747638702,0.6565633416175842,112.0,126.0,116.0,109.51774597167969,124.04398345947266,114.10108184814453,1.0,1296,1296
八王子霊園,35.66137672,139.2629458,危険,0.034876398742198944,0.060788340866565704,0.05383971706032753,-0.010122437961399555,0.23553518950939178,169.0,173.0,153.0,166.57875061035156,171.96006774902344,151.93820190429688,0.9693206720233747,1369,1327
八王子霊園,35.66119645,139.2629471,危険,0.03971073403954506,0.04482889547944069,0.019316263496875763,0.011514698155224323,0.0981767475605011,170.0,174.0,154.0,169.54258728027344,173.62696838378906,155.53233337402344,0.9519519519519519,1332,1268
八王子霊園,35.66101619,139.2629484,要注意,0.08055181056261063,0.08277031034231186,0.03796866908669472,-0.01107515674084425,0.22456131875514984,159.0,167.0,148.0,161.32020568847656,168.70098876953125,149.37396240234375,0.9917417417417418,1332,1321
八王子霊園,35.66083592,139.2629497,要注意,0.07217848300933838,0.35932087898254395,0.5520310401916504,0.010313376784324646,2.0,155.0,160.0,157.0,138.32028198242188,147.04714965820312,148.330078125,0.8672839506172839,1296,1124
八王子霊園,35.66065565,139.262951,健康,0.7133963704109192,0.8965174555778503,0.634146511554718,0.035874851047992706,2.0,83.0,103.0,109.0,88.22372436523438,106.51200866699219,111.41816711425781,1.0,1332,1332
八王子霊園,35.66047539,139.2629523,健康,0.301302433013916,0.3470650315284729,0.17238011956214905,0.14746586978435516,1.7115578651428223,109.0,127.0,115.0,107.45044708251953,125.2890396118164,114.0540542602539,1.0,1332,1332
八王子霊園,35.66029512,139.2629535,健康,0.1987333595752716,0.1782943159341812,0.09689662605524063,-0.029724981635808945,0.48755016922950745,131.0,147.0,129.0,136.52647399902344,149.1212615966797,130.68226623535156,0.9782282282282282,1332,1303
八王子霊園,35.66011486,139.2629548,健康,0.1944071352481842,0.18781323730945587,0.10667332261800766,-0.010873156599700451,0.8676778078079224,133.0,147.0,131.0,132.6681671142578,144.6719207763672,128.81982421875,1.0,1332,1332
八王子霊園,35.65993459,139.2629561,要注意,0.08586058020591736,0.11428190022706985,0.10670669376850128,0.02878352254629135,0.8676778078079224,160.0,167.0,145.0,153.94984436035156,162.19984436035156,142.58950805664062,1.0,1296,1296
八王子霊園,35.65975432,139.2629574,要注意,0.08470333367586136,0.09130751341581345,0.026546355336904526,0.02878352254629135,0.155853733420372,158.0,167.0,147.0,160.65089416503906,168.8220672607422,149.47372436523438,1.0,1332,1332
八王子霊園,35.65957406,139.2629587,要注意,0.08745507895946503,0.09693077951669693,0.024803442880511284,0.03259733319282532,0.15992943942546844,159.0,168.0,145.0,160.83409118652344,169.73948669433594,147.23648071289062,1.0,1332,1332
八王子霊園,35.65939379,139.2629599,要注意,0.08745507895946503,0.09556828439235687,0.021982090547680855,0.0213090181350708,0.16077083349227905,159.0,168.0,144.0,161.2096405029297,170.08399963378906,145.97955322265625,1.0,1369,1369
八王子霊園,35.65921353,139.2629612,要注意,0.08024352788925171,0.1809772253036499,0.33028000593185425,-0.049761295318603516,2.0,159.0,164.0,146.0,148.6715545654297,156.03965759277344,144.0836181640625,0.8950617283950617,1296,1160
八王子霊園,35.65903326,139.2629625,健康,0.9127663373947144,0.9327659606933594,0.6415408253669739,0.023471392691135406,2.0,79.0,100.0,110.0,96.52561950683594,115.49922180175781,120.91304016113281,0.9938271604938271,1296,1288
八王子霊園,35.65885299,139.2629638,健康,0.24009378254413605,0.3206090033054352,0.2475299835205078,0.1297714114189148,1.8207534551620483,116.0,132.0,118.0,112.62462615966797,128.54579162597656,116.46846771240234,1.0,1332,1332
八王子霊園,35.6617383,139.2631642,健康,0.22525084018707275,0.21742594242095947,0.08043806999921799,-0.010484732687473297,0.42128825187683105,122.0,137.0,124.0,124.60426330566406,138.60350036621094,124.86986541748047,0.9864864864864865,1332,1314
八王子霊園,35.66155803,139.2631655,健康,0.18978877365589142,0.14662393927574158,0.08335448056459427,0.02686202898621559,0.3337685465812683,131.0,144.0,130.0,139.31336975097656,149.47918701171875,133.9693145751953,1.0,1369,1369
八王子霊園,35.66137776,139.2631667,N/A,,,,,,,,,,,,0.5825617283950617,1296,755
八王子霊園,35.6611975,139.263168,要注意,0.08133959025144577,0.0784095749258995,0.021111799404025078,-0.030494030565023422,0.1924528330564499,159.0,166.0,148.0,160.41659545898438,167.24740600585938,150.01914978027344,0.966820987654321,1296,1253
八王子霊園,35.66101723,139.2631693,健康,0.22379888594150543,0.6367092132568359,0.7229751348495483,-0.031029721722006798,2.0,119.0,134.0,135.0,120.8935546875,133.9588165283203,133.4731903076172,0.9662162162162162,1332,1287
八王子霊園,35.66083697,139.2631706,健康,1.1375532150268555,1.2092996835708618,0.6617152690887451,0.08469562977552414,2.0,75.0,95.0,108.0,81.94219207763672,101.78978729248047,111.37237548828125,1.0,1332,1332
八王子霊園,35.6606567,139.2631719,健康,0.2795602083206177,0.4894137680530548,0.48842212557792664,0.09740614145994186,2.0,106.0,121.0,112.0,102.42074584960938,118.79766082763672,112.31190490722656,1.0,1369,1369
八王子霊園,35.66047643,139.2631731,要注意,0.14356562495231628,0.13687661290168762,0.0938844382762909,0.010495610535144806,0.3674324154853821,145.0,157.0,133.0,144.56471252441406,155.06588745117188,134.97804260253906,0.9837962962962963,1296,1275
八王子霊園,35.66029617,139.2631744,要注意,0.07827804237604141,0.07364293187856674,0.015069381333887577,0.011871516704559326,0.14746586978435516,161.0,167.0,151.0,162.47164916992188,168.87754821777344,152.6009063720703,0.9932432432432432,1332,1323
八王子霊園,35.6601159,139.2631757,要注意,0.07718924432992935,0.07846302539110184,0.02013377472758293,0.010441022925078869,0.20474649965763092,160.0,167.0,153.0,160.69212341308594,167.3140411376953,152.7299346923828,1.0,1296,1296
八王子霊園,35.65993564,139.263177,要注意,0.07578413933515549,0.072146475315094,0.04293256253004074,0.010349766351282597,0.28075864911079407,161.0,166.0,149.0,157.9917449951172,163.7267303466797,148.13363647460938,1.0,1332,1332
八王子霊園,35.65975537,139.2631783,要注意,0.07804360240697861,0.08188650012016296,0.02636799030005932,0.029527071863412857,0.16077083349227905,161.0,169.0,152.0,162.67787170410156,169.77940368652344,153.76771545410156,1.0,1369,1369
八王子霊園,35.6595751,139.2631795,要注意,0.0859004482626915,0.094310462474823,0.028587596490979195,0.04880969226360321,0.2645968198776245,159.0,168.0,147.0,159.0586395263672,167.3541717529297,148.21682739257812,1.0,1296,1296
