fid,row_index,col_index,経度,緯度,park_name
295,13,44,139.388593183823,35.6409770219048,平山城址公園
296,10,45,139.388811026281,35.6415186474623,平山城址公園
297,11,45,139.388812024689,35.6413383773439,平山城址公園
298,12,45,139.388813023087,35.64115810722,平山城址公園
299,11,46,139.389032863344,35.6413391921357,平山城址公園
300,12,46,139.389033861246,35.6411589220065,平山城址公園
301,17,46,139.389038850627,35.640257571279,平山城址公園
302,18,46,139.389039848476,35.6400773011173,平山城址公園
303,11,47,139.389253702008,35.6413400065227,平山城址公園
304,17,47,139.389259686315,35.6402583856338,平山城址公園
305,18,47,139.389260683669,35.6400781154666,平山城址公園
306,19,47,139.389261681013,35.639897845294,平山城址公園
307,20,47,139.389262678349,35.6397175751159,平山城址公園
308,11,48,139.389474540681,35.6413408205048,平山城址公園
309,12,48,139.389475537591,35.6411605503649,平山城址公園
310,17,48,139.389480522012,35.6402591995836,平山城址公園
311,18,48,139.38948151887,35.6400789294111,平山城址公園
312,19,48,139.389482515718,35.6398986592331,平山城址公園
313,20,48,139.389483512558,35.6397183890497,平山城址公園
314,21,48,139.389484509389,35.6395381188609,平山城址公園
315,22,48,139.389485506212,35.6393578486666,平山城址公園
316,11,49,139.389695379362,35.6413416340821,平山城址公園
317,12,49,139.389696375777,35.6411613639368,平山城址公園
318,13,49,139.389697372183,35.640981093786,平山城址公園
319,15,49,139.389699364968,35.6406205534682,平山城址公園
320,16,49,139.389700361348,35.6404402833011,平山城址公園
321,17,49,139.389701357718,35.6402600131286,平山城址公園
322,18,49,139.38970235408,35.6400797429507,平山城址公園
323,19,49,139.389703350433,35.6398994727674,平山城址公園
324,20,49,139.389704346777,35.6397192025786,平山城址公園
325,21,49,139.389705343112,35.6395389323844,平山城址公園
326,22,49,139.389706339438,35.6393586621847,平山城址公園
327,23,49,139.389707335755,35.6391783919797,平山城址公園
328,11,50,139.389916218053,35.6413424472545,平山城址公園
329,12,50,139.389917213972,35.6411621771038,平山城址公園
330,13,50,139.389918209882,35.6409819069476,平山城址公園
331,14,50,139.389919205783,35.6408016367861,平山城址公園
332,15,50,139.389920201675,35.6406213666191,平山城址公園
333,16,50,139.389921197558,35.6404410964467,平山城址公園
334,17,50,139.389922193433,35.6402608262688,平山城址公園
335,18,50,139.389923189299,35.6400805560855,平山城址公園
336,19,50,139.389924185155,35.6399002858968,平山城址公園
337,11,51,139.390137056752,35.641343260022,平山城址公園
338,12,51,139.390138052175,35.6411629898659,平山城址公園
339,13,51,139.390139047589,35.6409827197044,平山城址公園
340,14,51,139.390140042994,35.6408024495375,平山城址公園
341,15,51,139.39014103839,35.6406221793651,平山城址公園
342,16,51,139.390142033778,35.6404419091873,平山城址公園
343,17,51,139.390143029157,35.6402616390041,平山城址公園
344,18,51,139.390144024526,35.6400813688155,平山城址公園
345,11,52,139.39035789546,35.6413440723846,平山城址公園
346,12,52,139.390358890387,35.6411638022232,平山城址公園
347,13,52,139.390359885305,35.6409835320564,平山城址公園
348,14,52,139.390360880214,35.6408032618841,平山城址公園
349,15,52,139.390361875115,35.6406229917063,平山城址公園
350,16,52,139.390362870006,35.6404427215232,平山城址公園
351,11,53,139.390578734177,35.6413448843424,平山城址公園
352,12,53,139.390579728608,35.6411646141757,平山城址公園
353,13,53,139.39058072303,35.6409843440034,平山城址公園
354,14,53,139.390581717444,35.6408040738258,平山城址公園
355,12,54,139.390800566838,35.6411654257232,平山城址公園
