fid,row_index,col_index,経度,緯度,park_name
175,84,42,139.41605675422,35.5953104152002,小山田緑地
176,85,42,139.416057689842,35.5951301430498,小山田緑地
177,86,42,139.416058625455,35.5949498708939,小山田緑地
178,90,42,139.416062367823,35.5942287822163,小山田緑地
179,96,42,139.416067981127,35.593147149037,小山田緑地
180,68,43,139.416262504017,35.5981955329405,小山田緑地
181,69,43,139.416263439276,35.5980152608718,小山田緑地
182,70,43,139.416264374527,35.5978349887978,小山田緑地
183,71,43,139.41626530977,35.5976547167182,小山田緑地
184,72,43,139.416266245004,35.5974744446333,小山田緑地
185,73,43,139.41626718023,35.5972941725429,小山田緑地
186,74,43,139.416268115448,35.5971139004471,小山田緑地
187,75,43,139.416269050657,35.5969336283459,小山田緑地
188,76,43,139.416269985859,35.5967533562392,小山田緑地
189,77,43,139.416270921051,35.5965730841272,小山田緑地
190,78,43,139.416271856236,35.5963928120097,小山田緑地
191,79,43,139.416272791412,35.5962125398867,小山田緑地
192,80,43,139.41627372658,35.5960322677584,小山田緑地
193,81,43,139.41627466174,35.5958519956246,小山田緑地
194,82,43,139.416275596891,35.5956717234854,小山田緑地
195,83,43,139.416276532034,35.5954914513408,小山田緑地
196,84,43,139.416277467169,35.5953111791907,小山田緑地
197,85,43,139.416278402295,35.5951309070352,小山田緑地
198,86,43,139.416279337413,35.5949506348744,小山田緑地
199,87,43,139.416280272523,35.594770362708,小山田緑地
200,88,43,139.416281207625,35.5945900905363,小山田緑地
201,90,43,139.416283077803,35.5942295461765,小山田緑地
202,91,43,139.416284012879,35.5940492739885,小山田緑地
203,92,43,139.416284947948,35.593869001795,小山田緑地
204,93,43,139.416285883008,35.5936887295961,小山田緑地
205,96,43,139.416288688138,35.593147912967,小山田緑地
206,68,44,139.416483224892,35.5981962966076,小山田緑地
207,69,44,139.416484159656,35.5980160245339,小山田緑地
208,70,44,139.416485094412,35.5978357524547,小山田緑地
209,71,44,139.41648602916,35.5976554803702,小山田緑地
210,72,44,139.416486963899,35.5974752082802,小山田緑地
211,73,44,139.416487898631,35.5972949361847,小山田緑地
212,74,44,139.416488833353,35.5971146640839,小山田緑地
213,75,44,139.416489768068,35.5969343919776,小山田緑地
214,76,44,139.416490702774,35.5967541198659,小山田緑地
215,77,44,139.416491637472,35.5965738477488,小山田緑地
216,78,44,139.416492572162,35.5963935756263,小山田緑地
217,79,44,139.416493506843,35.5962133034983,小山田緑地
218,80,44,139.416494441516,35.5960330313649,小山田緑地
219,81,44,139.416495376181,35.5958527592261,小山田緑地
220,82,44,139.416496310837,35.5956724870818,小山田緑地
221,83,44,139.416497245486,35.5954922149322,小山田緑地
222,84,44,139.416498180126,35.5953119427771,小山田緑地
223,85,44,139.416499114757,35.5951316706165,小山田緑地
224,86,44,139.41650004938,35.5949513984506,小山田緑地
225,87,44,139.416500983995,35.5947711262792,小山田緑地
226,88,44,139.416501918602,35.5945908541024,小山田緑地
227,89,44,139.4165028532,35.5944105819202,小山田緑地
